"","Item_Number","Set_Name","Amazon_Price","Year","Pages","unique_pieces","Theme","Pieces","Price","Ages","Minifigures","Packaging","Weight","Availability","Size"
"202","21172","The Ruined Portal","358.04 Kr",2021,NA,"127","Minecraft","316",NA,"Ages_8+","2,","Box","NA","Retail","Small"
"203","21173","The Sky Tower","-",2021,NA,"163","Minecraft","565",NA,"Ages_8+","1,","Box","NA","Retail","Small"
"204","21174","The Modern Treehouse","-",2021,NA,"197","Minecraft","909",NA,"Ages_9+","4,","Box","NA","Retail","Small"
"205","21176","The Jungle Abomination","-",2021,NA,"176","Minecraft","489",NA,"Ages_8+","5,","Box","NA","Retail","Small"
"206","21177","The Creeper Ambush","-",2022,NA,"45","Minecraft","72",NA,"Ages_7+","2,","Box","NA","Retail","Small"
"207","21178","The Fox Lodge","157.11 Kr",2022,NA,"90","Minecraft","193",NA,"Ages_8+","2,","Box","NA","Retail","Small"
"208","21179","The Mushroom House","157.11 Kr",2022,NA,"87","Minecraft","272",NA,"Ages_8+","2","Box","NA","Retail","Small"
"209","21180","The Guardian Battle","-",2022,NA,"98","Minecraft","255",NA,"Ages_8+","1,","Box","NA","Retail","Small"
"210","21181","The Rabbit Ranch","-",2022,NA,"144","Minecraft","340",NA,"Ages_8+","2,","Box","NA","Retail","Small"
"211","21182","{?}",NA,2022,NA,NA,"Minecraft","NA",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"212","21183","The Training Grounds","604.35 Kr",2022,NA,"171","Minecraft","534",NA,"Ages_8+","3,","Box","NA","Retail","Small"
"213","21184","The Bakery","157.11 Kr",2022,NA,"87","Minecraft","154",NA,"Ages_8+","3,","Box","NA","Retail","Small"
"214","21185","The Nether Bastion","319.65 Kr",2022,NA,"112","Minecraft","300",NA,"Ages_8+","3,","Box","NA","Retail","Small"
"215","21186","The Ice Castle","-",2022,NA,"120","Minecraft","499",NA,"Ages_8+","6,","Box","NA","Retail","Small"
"216","21187","The Red Barn","-",2022,NA,"204","Minecraft","799",NA,"Ages_NA","3,","Box","NA","Retail","Small"
"217","21188","The Llama Village","1077 Kr",2022,NA,"258","Minecraft","1252",NA,"Ages_9+","6,","Box","NA","Retail","Small"
"218","21189","The Skeleton Dungeon","265.47 Kr",2022,NA,"153","Minecraft","364",NA,"Ages_8+","4","Box","NA","Retail","Small"
"219","21190","The Abandoned Village","433.35 Kr",2022,NA,"128","Minecraft","422",NA,"Ages_8+","3,","Box","NA","Retail","Small"
"220","21226","Art Project - Create Together","-",2021,NA,"37","Art","4138",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"221","21240",NA,"92.10 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"222","21241",NA,"156.37 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"223","21242",NA,"211.29 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"224","21243",NA,"265.47 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"225","21244",NA,"372.47 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"226","21245",NA,"405.99 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"227","21246",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"228","21247",NA,"284.43 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"229","21248",NA,"358.86 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"230","21249",NA,"673.69 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"231","21250",NA,"978.58 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"232","21321","International Space Station",NA,2020,NA,"186","Ideas","864",NA,"Ages_16+",NA,"Box","0.61Kg (1.34 lb)","Retail - limited","Small"
"233","21322","Pirates of Barracuda Bay",NA,2020,NA,"585","Ideas","2545",NA,"Ages_16+","10,","Box","4.43Kg (9.76 lb)","Retail - limited","Small"
"234","21323","Grand Piano",NA,2020,NA,"345","Ideas","3662",NA,"Ages_18+",NA,"Box","6.09Kg (13.41 lb)","Retail - limited","Small"
"235","21324","123 Sesame Street",NA,2020,NA,"610","Ideas","1367",NA,"Ages_18+","6,","Box","1.86Kg (4.1 lb)","Retail - limited","Small"
"236","21325","Medieval Blacksmith","-",2021,NA,"452","Ideas","2164",NA,"Ages_18+","4,","Box","2.42Kg (5.32 lb)","Retail - limited","Small"
"237","21326","Winnie the Pooh","-",2021,NA,"348","Ideas","1265",NA,"Ages_18+","5,","Box","1.27Kg (2.8 lb)","Retail - limited","Small"
"238","21327","Typewriter","-",2021,NA,"378","Ideas","2079",NA,"Ages_18+",NA,"Box","NA","Retail - limited","Small"
"239","21328","Seinfeld","-",2021,NA,"322","Ideas","1326",NA,"Ages_18+","5,","Box","NA","Retail - limited","Small"
"240","21329","Fender Stratocaster","-",2021,NA,"290","Ideas","1074",NA,"Ages_18+",NA,"Box","NA","Retail - limited","Small"
"241","21330","Home Alone","-",2021,NA,"759","Ideas","3955",NA,"Ages_18+","5,","Box","NA","Retail - limited","Small"
"242","21331","Sonic the Hedgehog - Green Hill Zone","-",2022,NA,"285","Ideas","1125",NA,"Ages_18+","1,","Box","NA","Retail - limited","Small"
"243","21332","The Globe","-",2022,NA,"219","Ideas","2585",NA,"Ages_18+",NA,"Box","NA","Retail - limited","Small"
"244","21333","Vincent van Gogh - The Starry Night","-",2022,NA,"275","Ideas","2316",NA,"Ages_18+","1,","Box","2.85Kg (6.28 lb)","Retail - limited","Small"
"245","21334","Jazz Quartet","-",2022,NA,"391","Ideas","1606",NA,"Ages_18+",NA,"Box","NA","Retail - limited","Small"
"246","21335","Motorized Lighthouse","-",2022,NA,"493","Ideas","2065",NA,"Ages_18+","2,","Box","3.34Kg (7.35 lb)","Retail - limited","Small"
"247","21336","The Office",NA,2022,NA,"409","Ideas","1164",NA,"Ages_18+","15,","Box","NA","Retail - limited","Small"
"248","21337","Table Football",NA,2022,NA,"325","Ideas","2339",NA,"Ages_18+","22,","Box","NA","Retail - limited","Small"
"249","21338",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"250","21339",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"251","30329","My First Giraffe",NA,2020,NA,"4","Duplo","5",NA,"Ages_NA",NA,"Polybag","NA","NA","Large"
"252","30330","Birthday Cake",NA,2020,NA,"8","Duplo","9",NA,"Ages_NA",NA,"Polybag","NA","NA","Large"
"253","30331","The Nether Duel",NA,2021,NA,"26","Minecraft","28",NA,"Ages_NA","2,","Polybag","NA","NA","Small"
"254","30332","My First Space Rocket",NA,2021,NA,"8","Duplo","8",NA,"Ages_NA",NA,"Polybag","NA","NA","Large"
"255","30333","My First Elephant",NA,2022,NA,"6","Duplo","6",NA,"Ages_NA",NA,"Polybag","NA","Retail","Large"
"256","30341","Monkie Kid's Delivery Bike",NA,2020,NA,"18","Monkie Kid","22",NA,"Ages_5+","1","Polybag","NA","LEGO exclusive","Small"
"257","30342","Lamborghini Huracán Super Trofeo EVO",NA,2020,NA,"32","Speed Champions","70",NA,"Ages_NA",NA,"Polybag","NA","Retail - limited","Small"
"258","30343","McLaren Elva",NA,2021,NA,"35","Speed Champions","85",NA,"Ages_NA",NA,"Polybag","NA","LEGO exclusive","Small"
"259","30344","Mini Monkey King Warrior Mech",NA,2021,NA,"31","Monkie Kid","65",NA,"Ages_NA",NA,"Polybag","NA","LEGO exclusive","Small"
"260","30366","Police Car",NA,2020,NA,"23","City","37",NA,"Ages_5+","1","Polybag","0.03Kg (0.07 lb)","Retail - limited","Small"
"261","30367","Police Helicopter",NA,2020,NA,"31","City","39",NA,"Ages_5+","1,","Polybag","NA","Retail - limited","Small"
"262","30368","Fire Rescue Water Scooter",NA,2020,NA,"26","City","33",NA,"Ages_5+","1,","Polybag","0.04Kg (0.09 lb)","Retail - limited","Small"
"263","30369","Beach Buggy",NA,2020,NA,"29","City","45",NA,"Ages_5+","1,","Polybag","0.04Kg (0.09 lb)","LEGO exclusive","Small"
"264","30370","Ocean Diver",NA,2020,NA,"20","City","22",NA,"Ages_5+","1,","Polybag","0.03Kg (0.06 lb)","Retail - limited","Small"
"265","30385","Super Mushroom Surprise",NA,2020,NA,"15","Super Mario","18",NA,"Ages_NA","1","Polybag","NA","Retail - limited","Small"
"266","30386","Poe Dameron's X-wing Fighter",NA,2020,NA,"27","Star Wars","72",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"267","30387","Bob Minion with Robot Arms",NA,2021,NA,"41","Minions: The Rise of Gru","75",NA,"Ages_NA","1,","Polybag","NA","LEGO exclusive","Small"
"268","30388","Imperial Shuttle",NA,2021,NA,"37","Star Wars","85",NA,"Ages_NA",NA,"Polybag","NA","LEGO exclusive","Small"
"269","30389","Fuzzy & Mushroom Platform",NA,2021,NA,"21","Super Mario","39",NA,"Ages_NA","1","Polybag","NA","LEGO exclusive","Small"
"270","30390","Dinosaur Market",NA,2022,NA,"21","Jurassic World","30",NA,"Ages_NA","1,","Polybag","NA","NA","Small"
"271","30391","Rapunzel's Boat",NA,2021,NA,"29","Disney","32",NA,"Ages_NA","1,","Polybag","NA","NA","Small"
"272","30392","Hermione's Study Desk",NA,2021,NA,"26","Harry Potter","31",NA,"Ages_NA","1,","Polybag","NA","NA","Small"
"273","30394","The Skeleton Defense",NA,2020,NA,"24","Minecraft","31",NA,"Ages_NA","2","Polybag","NA","Retail","Small"
"274","30411","Chocolate Box & Flower",NA,2020,NA,"32","Friends","75",NA,"Ages_5+",NA,"Polybag","0.05Kg (0.12 lb)","Retail - limited","Small"
"275","30412","Park Picnic",NA,2020,NA,"29","Friends","44",NA,"Ages_NA","1","Polybag","NA","Retail","Small"
"276","30413","Flower Cart",NA,2021,NA,"35","Friends","55",NA,"Ages_NA","2","Polybag","NA","Retail","Small"
"277","30414","Emma's Magical Box",NA,2021,NA,"35","Friends","67",NA,"Ages_NA","1","Polybag","NA","NA","Small"
"278","30416","Market Stall",NA,2022,NA,"34","Friends","54",NA,"Ages_5+","2","Polybag","NA","LEGO exclusive","Small"
"279","30417","Garden Flower and Butterfly",NA,2022,NA,"25","Friends","57",NA,"Ages_5+",NA,"Polybag","0.04Kg (0.08 lb)","Retail","Small"
"280","30420","Harry Potter and Hedwig: Owl Delivery",NA,2020,NA,"19","Harry Potter","31",NA,"Ages_NA","1","Polybag","NA","LEGO exclusive","Small"
"281","30432","The Turtle Beach",NA,2022,NA,"27","Minecraft","46",NA,"Ages_NA","1","Polybag","NA","NA","Small"
"282","30433","Volvo Wheel Loader",NA,2022,NA,"26","Technic","69",NA,"Ages_7+",NA,"Polybag","NA","LEGO exclusive","Small"
"283","30434","Aston Martin Valkyrie AMR Pro",NA,2022,NA,"39","Speed Champions","97",NA,"Ages_NA",NA,"Polybag","NA","LEGO exclusive","Small"
"284","30435","Build Your Own Hogwarts Castle",NA,2022,NA,"30","Harry Potter","67",NA,"Ages_NA","1,","Polybag","NA","Retail","Small"
"285","30443","Spider-Man Bridge Battle",NA,2022,NA,"26","Marvel Super Heroes","44",NA,"Ages_NA","1","Polybag","NA","Retail","Small"
"286","30453","Captain Marvel and Nick Fury",NA,2020,NA,"28","Marvel Super Heroes","32",NA,"Ages_6+","2","Polybag","NA","NA","Small"
"287","30454","Shang-Chi and The Great Protector",NA,2021,NA,"35","Marvel Super Heroes","55",NA,"Ages_NA","1","Polybag","NA","LEGO exclusive","Small"
"288","30455","Batmobile",NA,2022,NA,"29","DC Comics Super Heroes","68",NA,"Ages_NA",NA,"Polybag","NA","Retail","Small"
"289","30463","Chef Enzo's Haunted Hotdog Stand",NA,2020,NA,"26","Hidden Side","38",NA,"Ages_NA","1,","Polybag","NA","Promotional","Small"
"290","30464","El Fuego's Stunt Cannon",NA,2020,NA,"28","Hidden Side","46",NA,"Ages_NA","1,","Polybag","NA","LEGO exclusive","Small"
"291","30465","Helicopter",NA,2021,NA,"31","Technic","70",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"292","30495","AT-ST",NA,2022,NA,"33","Star Wars","79",NA,"Ages_NA",NA,"Polybag","NA","Retail","Small"
"293","30503","Build Your Own Animals - Make It Yours",NA,2022,NA,"10","Miscellaneous","16",NA,"Ages_5+",NA,"Polybag","0.02Kg (0.04 lb)","LEGO exclusive","Small"
"294","30509","Yellow Yoshi's Fruit Tree",NA,2022,NA,"34","Super Mario","46",NA,"Ages_NA","1,","Polybag","NA","Retail","Small"
"295","30510","90 Years of Cars",NA,2022,NA,"25","Classic","71",NA,"Ages_4+",NA,"Polybag","0.06Kg (0.14 lb)","LEGO exclusive","Small"
"296","30536","Combo Charger",NA,2020,NA,"35","Ninjago","71",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"297","30537","Merchant Avatar Jay",NA,2020,NA,"29","Ninjago","47",NA,"Ages_NA","1,","Polybag","NA","NA","Small"
"298","30539","Lloyd's Quad Bike",NA,2021,NA,"24","Ninjago","39",NA,"Ages_NA","1,","Polybag","NA","LEGO exclusive","Small"
"299","30548","Build Your Own Birds - Make It Yours",NA,2020,NA,"15","Miscellaneous","26",NA,"Ages_5+",NA,"Polybag","0.01Kg (0.03 lb)","LEGO exclusive","Small"
"300","30549","Build Your Own Vehicles - Make It Yours",NA,2020,NA,"24","Miscellaneous","59",NA,"Ages_NA",NA,"Polybag","0.03Kg (0.07 lb)","LEGO exclusive","Small"
"301","30550","Easter Bunny",NA,2020,NA,"33","Creator","67",NA,"Ages_NA",NA,"Polybag","0.04Kg (0.09 lb)","LEGO exclusive","Small"
"302","30554","Cinderella Mini Castle",NA,2020,NA,"32","Disney","43",NA,"Ages_NA","1,","Polybag","NA","NA","Small"
"303","30555","Poppy's Carriage",NA,2020,NA,"30","Trolls World Tour","51",NA,"Ages_NA","1,","Polybag","NA","Retail","Small"
"304","30556","Mini Frame",NA,2020,NA,"13","Dots","85",NA,"Ages_NA",NA,"Polybag","NA","LEGO exclusive","Small"
"305","30557","Photo Holder Cube",NA,2021,NA,"23","Dots","109",NA,"Ages_NA",NA,"Polybag","NA","LEGO exclusive","Small"
"306","30558","Raya and the Ongi's Heart Lands Adventure",NA,2021,NA,"30","Disney","49",NA,"Ages_5+","1","Polybag","NA","Retail","Small"
"307","30559","Elsa and Bruni's Forest Camp",NA,2022,NA,"35","Disney","58",NA,"Ages_5+","1,","Polybag","NA","Retail","Small"
"308","30560","Pineapple Photo Holder and Mini Board",NA,2022,NA,"21","Dots","116",NA,"Ages_NA",NA,"Polybag","NA","Retail","Small"
"309","30562","Monkie Kid's Underwater Journey",NA,2022,NA,"32","Monkie Kid","57",NA,"Ages_NA","3,","Polybag","NA","LEGO exclusive","Small"
"310","30563","Build Your Own Snail with Superpowers - Make It Yours",NA,2021,NA,"20","Miscellaneous","36",NA,"Ages_5+",NA,"Polybag","0.03Kg (0.06 lb)","LEGO exclusive","Small"
"311","30564","Build Your Own Monster or Vehicles – Make It Yours",NA,2021,NA,"27","Miscellaneous","60",NA,"Ages_NA",NA,"Polybag","0.04Kg (0.08 lb)","LEGO exclusive","Small"
"312","30565","Birthday Clown",NA,2021,NA,"36","Creator","59",NA,"Ages_6+",NA,"Polybag","0.04Kg (0.09 lb)","NA","Small"
"313","30566","Fire Helicopter",NA,2021,NA,"29","City","35",NA,"Ages_5+","1,","Polybag","0.04Kg (0.09 lb)","LEGO exclusive","Small"
"314","30567","Police Water Scooter",NA,2021,NA,"26","City","33",NA,"Ages_5+","1,","Polybag","0.03Kg (0.07 lb)","LEGO exclusive","Small"
"315","30568","Skater",NA,2021,NA,"23","City","40",NA,"Ages_5+","1,","Polybag","0.03Kg (0.07 lb)","NA","Small"
"316","30569","LEGO Stand",NA,2021,NA,"30","City","47",NA,"Ages_5+","1,","Polybag","0.04Kg (0.09 lb)","NA","Small"
"317","30570","Wildlife Rescue Hovercraft",NA,2021,NA,"25","City","35",NA,"Ages_5+","1,","Polybag","0.04Kg (0.08 lb)","Retail - limited","Small"
"318","30574","Cat",NA,2020,NA,"21","Creator","55",NA,"Ages_NA",NA,"Polybag","0.03Kg (0.07 lb)","Retail - limited","Small"
"319","30575","Train",NA,2020,NA,"36","Creator","59",NA,"Ages_6+",NA,"Polybag","0.04Kg (0.09 lb)","NA","Small"
"320","30576","Holiday Tree",NA,2020,NA,"27","Creator","70",NA,"Ages_NA",NA,"Polybag","0.04Kg (0.09 lb)","LEGO exclusive","Small"
"321","30577","Super Muscle Car",NA,2021,NA,"33","Creator","63",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"322","30578","German Shepherd",NA,2021,NA,"31","Creator","76",NA,"Ages_6+",NA,"Polybag","0.05Kg (0.1 lb)","Retail","Small"
"323","30579","Easter Chick Egg",NA,2021,NA,"26","Creator","52",NA,"Ages_NA",NA,"Polybag","0.04Kg (0.09 lb)","Retail","Small"
"324","30580","Santa Claus",NA,2021,NA,"31","Creator","69",NA,"Ages_6+",NA,"Polybag","0.04Kg (0.1 lb)","Promotional","Small"
"325","30581","Tropical Parrot",NA,2022,NA,"33","Creator","66",NA,"Ages_NA",NA,"Polybag","0.04Kg (0.09 lb)","LEGO exclusive","Small"
"326","30582","Birthday Bear",NA,2022,NA,"32","Creator","80",NA,"Ages_NA",NA,"Polybag","0.04Kg (0.1 lb)","LEGO exclusive","Small"
"327","30583","Easter Bunny",NA,2022,NA,"30","Creator","75",NA,"Ages_NA",NA,"Polybag","0.04Kg (0.09 lb)","LEGO exclusive","Small"
"328","30584","Winter Holiday Train",NA,2022,NA,"33","Creator","73",NA,"Ages_NA",NA,"Polybag","0.06Kg (0.13 lb)","LEGO exclusive","Small"
"329","30585","Fire Patrol Vehicle",NA,2022,NA,"27","City","45",NA,"Ages_5+","1,","Polybag","0.05Kg (0.1 lb)","Retail","Small"
"330","30587","Police Robot Unit",NA,2022,NA,NA,"City","36",NA,"Ages_5+",NA,"Polybag","NA","NA","Small"
"331","30588","Kids' Playground",NA,2022,NA,"37","City","51",NA,"Ages_5+","2,","Polybag","0.04Kg (0.09 lb)","LEGO exclusive","Small"
"332","30589","Go-Kart Racer",NA,2022,NA,"23","City","39",NA,"Ages_5+","1,","Polybag","0.03Kg (0.07 lb)","Retail","Small"
"333","30590","Farm Garden & Scarecrow",NA,2022,NA,"29","City","34",NA,"Ages_5+","1,","Polybag","0.03Kg (0.06 lb)","Retail","Small"
"334","30591","Titanium Mini Mech",NA,2021,NA,"30","Ninjago","77",NA,"Ages_7+",NA,"Polybag","NA","Retail","Small"
"335","30592","Mini Thunder Raider",NA,2022,NA,"26","Ninjago","69",NA,"Ages_7+",NA,"Polybag","NA","LEGO exclusive","Small"
"336","30593","Lloyd Suit Mech",NA,2022,NA,"30","Ninjago","59",NA,"Ages_NA","1","Polybag","NA","Retail","Small"
"337","30594","Rock Monster Truck",NA,2022,NA,"25","Creator","54",NA,"Ages_NA",NA,"Polybag","NA","Retail","Small"
"338","30625","Luke Skywalker with Blue Milk",NA,2022,NA,"6","Star Wars","6",NA,"Ages_NA","1,","Polybag","NA","Promotional","Small"
"339","30628","Monster Book of Monsters",NA,2020,NA,"90","Harry Potter","320",NA,"Ages_10+","1,","Box","NA","LEGO exclusive","Small"
"340","31099","Propeller Plane",NA,2020,NA,"50","Creator","128",NA,"Ages_NA",NA,"Box","0.17Kg (0.37 lb)","Retail","Small"
"341","31100","Sports Car",NA,2020,NA,"60","Creator","134",NA,"Ages_NA",NA,"Box","0.22Kg (0.48 lb)","Retail","Small"
"342","31101","Monster Truck",NA,2020,NA,"54","Creator","163",NA,"Ages_7+",NA,"Box","0.25Kg (0.55 lb)","Retail","Small"
"343","31102","Fire Dragon",NA,2020,NA,"80","Creator","234",NA,"Ages_7+",NA,"Box","0.34Kg (0.75 lb)","Retail","Small"
"344","31103","Rocket Truck",NA,2020,NA,"90","Creator","198",NA,"Ages_7+",NA,"Box","0.38Kg (0.84 lb)","Retail","Small"
"345","31104","Monster Burger Truck",NA,2020,NA,"183","Creator","499",NA,"Ages_8+","2,","Box","0.93Kg (2.05 lb)","Retail","Small"
"346","31105","Townhouse Toy Store",NA,2020,NA,"194","Creator","554",NA,"Ages_8+","2,","Box","0.88Kg (1.94 lb)","Retail","Small"
"347","31107","Space Rover Explorer",NA,2020,NA,"206","Creator","510",NA,"Ages_8+","1,","Box","0.75Kg (1.65 lb)","Retail","Small"
"348","31108","Caravan Family Holiday",NA,2020,NA,"328","Creator","766",NA,"Ages_9+","3,","Box","1.37Kg (3.02 lb)","Retail","Small"
"349","31109","Pirate Ship",NA,2020,NA,"359","Creator","1264",NA,"Ages_9+","4,","Box","2.04Kg (4.49 lb)","Retail","Small"
"350","31111","Cyber Drone","81.27 Kr",2021,NA,"57","Creator","113",NA,"Ages_NA","1,","Box","NA","Retail","Small"
"351","31112","Wild Lion","-",2021,NA,"78","Creator","224",NA,"Ages_7+",NA,"Box","0.31Kg (0.69 lb)","Retail","Small"
"352","31113","Race Car Transporter","-",2021,NA,"110","Creator","328",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"353","31114","Superbike","399.15 Kr",2021,NA,"109","Creator","236",NA,"Ages_8+",NA,"Box","NA","Retail","Small"
"354","31115","Space Mining Mech","-",2021,NA,"91","Creator","327",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"355","31116","Safari Wildlife Tree House","-",2021,NA,"160","Creator","397",NA,"Ages_7+","2,","Box","0.67Kg (1.48 lb)","Retail","Small"
"356","31117","Space Shuttle Adventure","-",2021,NA,"164","Creator","486",NA,"Ages_8+","1,","Box","NA","Retail","Small"
"357","31118","Surfer Beach House","-",2021,NA,"195","Creator","564",NA,"Ages_8+","2,","Box","1.04Kg (2.29 lb)","Retail","Small"
"358","31119","Ferris Wheel","1009 Kr",2021,NA,"209","Creator","1002",NA,"Ages_9+","5,","Box","1.44Kg (3.18 lb)","Retail","Small"
"359","31120","Medieval Castle","-",2021,NA,"319","Creator","1426",NA,"Ages_9+","4,","Box","2.28Kg (5.03 lb)","Retail","Small"
"360","31121","Crocodile",NA,2021,NA,"101","Creator","454",NA,"Ages_7+",NA,"Box","0.58Kg (1.29 lb)","Retail","Small"
"361","31122","Fish Tank",NA,2021,NA,"118","Creator","352",NA,"Ages_8+",NA,"Box","0.58Kg (1.27 lb)","Retail","Small"
"362","31123","Off-Road Buggy","101.58 Kr",2022,NA,"70","Creator","160",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"363","31124","Super Robot","67.72 Kr",2022,NA,"52","Creator","159",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"364","31125","Fantasy Forest Creatures","102.94 Kr",2022,NA,"65","Creator","175",NA,"Ages_7+",NA,"Box","0.25Kg (0.54 lb)","Retail","Small"
"365","31126","Supersonic-jet","246.10 Kr",2022,NA,"93","Creator","215",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"366","31127","Street Racer","148.99 Kr",2022,NA,"93","Creator","258",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"367","31128","Dolphin and Turtle","67.72 Kr",2022,NA,"53","Creator","137",NA,"Ages_NA",NA,"Box","0.18Kg (0.4 lb)","Retail","Small"
"368","31129","Majestic Tiger","433.35 Kr",2022,NA,"180","Creator","755",NA,"Ages_9+",NA,"Box","0.89Kg (1.96 lb)","Retail","Small"
"369","31130","Sunken Treasure Mission","-",2022,NA,"159","Creator","522",NA,"Ages_8+","2,","Box","NA","Retail","Small"
"370","31131","Downtown Noodle Shop","391.57 Kr",2022,NA,"197","Creator","569",NA,"Ages_8+","2,","Box","0.89Kg (1.97 lb)","Retail","Small"
"371","31132","Viking Ship and the Midgard Serpent","924.33 Kr",2022,NA,"252","Creator","1192",NA,"Ages_9+","4,","Box","NA","Retail","Small"
"372","31133",NA,"148.99 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"373","31134",NA,"65.01 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"374","31135",NA,"102.94 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"375","31136",NA,"203.17 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"376","31137",NA,"264.11 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"377","31138",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"378","31139",NA,"467.28 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"379","31140",NA,"67.72 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"380","31197","Andy Warhol's Marilyn Monroe",NA,2020,NA,"27","Art","3341",NA,"Ages_18+",NA,"Box","1.44Kg (3.17 lb)","LEGO exclusive","Small"
"381","31198","The Beatles",NA,2020,NA,"35","Art","2933",NA,"Ages_18+",NA,"Box","1.52Kg (3.35 lb)","LEGO exclusive","Small"
"382","31199","Marvel Studios Iron Man",NA,2020,NA,"35","Art","3167",NA,"Ages_18+",NA,"Box","1.7Kg (3.74 lb)","LEGO exclusive","Small"
"383","31200","Star Wars The Sith",NA,2020,NA,"32","Art","3406",NA,"Ages_18+",NA,"Box","1.69Kg (3.72 lb)","LEGO exclusive","Small"
